,,,,
nrbregionalassistantdirhr&admin@court.go.ke,account,Nairobi Regional Assistant. Director Hr&dmin,active,
kadhicourtupperhill@court.go.ke,account,Kadhi Court. Upper Hill,active,
gatundumobilemoney@court.go.ke,account,Gatundu Mobile. Money,active,
mararalmobilemoney@court.go.ke,account,Maralal Mobilemoney,active,
isiolomobilemoney@court.go.ke,account,Isiolo Mobilemoney,active,
kitalemobilemoney@court.go.ke,account,Kitale Mobilemoney,active,
kakumamobilemoney@court.go.ke,account,Kakuma Mobilemoney,active,
tamumobilemoney@court.go.ke,account,Tamu Mobilemoney,active,
kajiadomobilemoney@court.go.ke,account,Kajiado Mobilemoney,active,
lodwarmobilemoney@court.go.ke,account,Lodwar Mobilemoney,active,
barichomobilemoney@court.go.ke,account,Baricho Mobilemoney,active,
kyusomobilemoney@court.go.ke,account,Kyuso Mobile. Money,active,
rongomobilemoney@court.go.ke,account,Rongo Mobile. Money,active,
kabarnetmobilemoney@court.go.ke,account,Kabarnet Mobile. Money,active,
voimobilemoney@court.go.ke,account,Voi Mobile. Money,active,
nyamiramobilecourt@court.go.ke,account,Nyamira Mobile. Court,active,
wundanyimobilecourt@court.go.ke,account,Wundanyi Mobile. Court,active,
tavetamobilemoney@court.go.ke,account,Taveta Mobile. Money,active,
rhcreports@court.go.ke,account,RHC Reports,active,
performance.management@court.go.ke,account,Performance Management,closed,
registrarelrc@court.go.ke,account,Registrar ELR court,active,
building-unit@court.go.ke,account,Building Unit,active,
auctioneerslb@court.go.ke,account,Auctioneers Lincencing. Board,active,
ictpolicy@court.go.ke,account,ICT  Policy,active,
jsctc@court.go.ke,account,JSC Tender. Committee,active,
mkr.manual@court.go.ke,account,MKR Manual,active,
nyericourtreturns@court.go.ke,account,Nyeri Court. Returns,active,
naivashahighcourt@court.go.ke,account,High Court Naivasha,active,
protocol@court.go.ke,account,Protocol,active,
sentencingkenya@court.go.ke,account,Sentencing Kenya,active,
personneldata@court.go.ke,account,Personnel Data,active,
cisco.equipments@court.go.ke,account,Cisco Equipments,active,
baringocourt@court.go.ke,account,Baringo Court,active,
nyandaruacourt@court.go.ke,account,Nyandarua Court,active,
journal@court.go.ke,account,Journal,active,
causelist@court.go.ke,account,Cause List,active,
ombuds@court.go.ke,account,Complaints,active,
supremecourtlibrary@court.go.ke,account,Supreme Court Library,active,
milimanilawscourtlibrary@court.go.ke,account,Milimani Law Court Library,active,
milimanicommercialcourtlibrary@court.go.ke,account,Milimani Commercial Court Library,active,
mombasalawcourt@court.go.ke,account,Mombasa Law Court Library,active,
kisumulawcourtslibrary@court.go.ke,account,Kisumu Law Court Library,active,
machakoslawcourt@court.go.ke,account,Machakos Law Court Library,active,
nakurulawcourtlibrary@court.go.ke,account,Nakuru Law Court Library,active,
eldoretlawcourtlibrary@court.go.ke,account,Eldoret Law Court Library,active,
malindilawcourtlibrary@court.go.ke,account,Malindi Law Court Library,active,
merulawcourtlibrary@court.go.ke,account,Meru Law Court Library,active,
nyerilawcourtlibrary@court.go.ke,account,Nyeri Law Court Library,active,
coanairobilibrary@court.go.ke,account,COA Nairobi Library,active,
ictsurvey@court.go.ke,account,ICT Survey,active,
kyocera@court.go.ke,account,Kyocera Judiciary,active,
dcr@court.go.ke,account,DCR,active,
utilities@court.go.ke,account,Utilities Bills,active,
nationalenvironment@court.go.ke,account,National  Environment. Tribunal,active,
hivaidstribunal@court.go.ke,account,HIVAIDS Tribunal,active,
sportsdisputestribunal@court.go.ke,account,Sports Disputes. Tribunal,active,
businesspremisesrenttribunal@court.go.ke,account,Business Premises Rent . Tribunal,active,
rentrestrictiontribunal@court.go.ke,account,Rent Restriction Tribunal,active,
standardstribunal@court.go.ke,account,Standards Tribunal,active,
industrialpropertytribunal@court.go.ke,account,Industrial Property Tribunal,active,
cooperativetribunal@court.go.ke,account,Cooperative Tribunal,active,
energytribunal@court.go.ke,account,Energy  Tribunal,active,
educationtribunal@court.go.ke,account,Education Tribunal,active,
julieforjsc@court.go.ke,account,Auma Oseko,maintenance,
kisiicauselist@court.go.ke,account,Kisii Causelist,active,
migorihighcourt@court.go.ke,account,Migori High court,active,
jpip@court.go.ke,account,JUDICIARY PERFORMANCE IMPROVEMENT. PROGRAM,active,
dbs@court.go.ke,account,Directorate  Building. Services,active,
chiefarchitect@court.go.ke,account,Chief  Architect,active,
pauperbrief@court.go.ke,account,Pauper Brief,active,
ictsupportdesk@courts.go.ke	account	Ict Support. Desk 	active,,,,
makadarareturns@court.go.ke,account,Makadara Returns,lockout,
jcommitteeonelections@court.go.ke,account,Judiciary Committee. Election,active,
jce@court.go.ke,account,JUD COMMITTEE. ELECTION,active,
sor@court.go.ke,account,Convicted Sexual  Offenders . Register,active,
jfmis.support@court.go.ke,account,jfmis support,active,
mediationaccreditation@court.go.ke,account,Mediation  Accreditation. Committee,active,
takabacourt@court.go.ke,account,Takaba Court,active,
elwakcourt@court.go.ke,account,Elwak Court,active,
jkiacourt@court.go.ke,account,Jkia Court,active,
mpeketonicourt@court.go.ke,account,Mpeketoni  Court,active,
ediary@court.go.ke,account,E- Diary,active,
centralregionhroffice@court.go.ke,account,Regional HR Office  Central. Region,active,
llmuthusi.gmail.com@court.go.ke,account,llmuthusi,active,
edairy@court.go.ke,account,E -. Diary,active,
kitalelawcourtlibrary@court.go.ke,account,Kitale  Law Court Libary,active,
eldascourt@court.go.ke,account,Eldas Court,active,
comm-proceedings@court.go.ke,account,Comm -. Proceedings,active,
loitoktokcourt@court.go.ke,account,Loitoktok Court,active,
linsyck.gmail.com@court.go.ke,account,Muthusi,active,
dict@court.go.ke,account,Directorate of . ICT,active,
judiciaryrulescommittee@court.go.ke,account,Judiciary Rules. Committee,active,
judiciary_cloud_noreply@court.go.ke,account,Judiciary Owncloud Server,active,
mombasa.trafficregistry@court.go.ke,account,Mombasa Traffic. Registry,active,
mombasa.hccivilregistry@court.go.ke,account,Mombasa HC Civil. Registry,active,
mombasa.hclandsregistry@court.go.ke,account,Mombasa HC Lands. Registry,active,
mombasa.cmcivilregistry@court.go.ke,account,Mombasa CM Civil . Registry,active,
mombasa.cmcriminalregistry@court.go.ke,account,Mombasa CM Criminal. Registry,active,
mombasa.hccriminalregistry@court.go.ke,account,Mombasa Hc Criminal. Registry,active,
mombasa.cmfamilyregistry@court.go.ke,account,Mombasa Cm Family. Registry,active,
mombasa.hcfamilyregistry@court.go.ke,account,Mombasa HC Family. Registry,active,
mombasa.judicialreviewregistry@court.go.ke,account,Mombasa Judicial Review. Registry,active,
cmanticorruptioncourtmilimani@court.go.ke,account,CM Anti-corruption Court. Milimani,active,
hrnairobiregion@court.go.ke,account,HR Milimani. Nairobi Region,active,
gardabatullakadhicourt@court.go.ke,account,Garbatulla Kadhi Court,active,
mertikadhicourt@court.go.ke,account,Merti kadhicourt,active,
msambwenikadhicourt@court.go.ke,account,Msambweni kadhicourt,active,
eldaskadhiscourt@court.go.ke,account,Eldas kadhicourt,active,
butekadhicourt@court.go.ke,account,Bute kadhicourt,active,
elwakkadhicourt@court.go.ke,account,Elwak kadhicourt,active,
takabakadhicourt@court.go.ke,account,Takaba kadhicourt,active,
ijarakadhicourt@court.go.ke,account,Ijara kadhicourt,active,
balambalakadhicourt@court.go.ke,account,Balambala kadhicourt,active,
dadaabkadhicourt@court.go.ke,account,Dadaab kadhicourt,active,
fazaislandkadhicourt@court.go.ke,account,Faza Island kadhicourt,active,
merticourt@court.go.ke,account,Kadhis Court. Merti,active,
voihighcourt@court.go.ke,account,Voi High. Court,active,
kituihigcourt@court.go.ke,account,kitui highcourt,active,
lodwarhighcourt@court.go.ke,account,lodwar highcourt,active,
bomethighcourt@court.go.ke,account,bomet highcourt,active,
siayahighcourt@court.go.ke,account,siaya highcourt,active,
nyamirahighcourt@court.go.ke,account,nyamira highcourt,active,
marsabithighcourt@court.go.ke,account,marsabit highcourt,active,
kapenguriahighcourt@court.go.ke,account,kapenguria highcourt,active,
kabarnethighcourt@court.go.ke,account,kabarnet highcourt,active,
nanyukihighcourt@court.go.ke,account,nanyuki highcourt,active,
chukahighcourt@court.go.ke,account,chuka highcourt,active,
kajiadohighcourt@court.go.ke,account,kajiado highcourt,active,
garsenhighcourt@court.go.ke,account,garsen garsenhighcourt,active,
kiambuhighcourt@court.go.ke,account,kiambu highcourt,active,
makuenihighcourt@court.go.ke,account,makueni highcourt,active,
nyahururuhighcourt@court.go.ke,account,nyahururu highcourt,active,
narokhighcourt@court.go.ke,account,narok highcourt,active,
kerugoyahighcourtlibrary@court.go.ke,account,Kerugoya High Court. Library,active,
imc@court.go.ke,account,IMC,active,
ictliasondesk@court.go.ke,account,ICTliasondesk,active,
embucourtlibrary@court.go.ke,account,Embu Court. Library,active,
nyeripleadingsubmission@court.go.ke,account,Nyeri Pleadings Submission,active,
itax@court.go.ke,account,Accounts Jud. Directorate,active,
jamc@court.go.ke,account,Judiciary Assets Management Committee,active,
procurement@court.go.ke,account,procurement Office,lockout,
jtf@court.go.ke,account,JTF JTF,lockout,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
